model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,thresh,fold
QUANT,0,60,10.11790388488296,-2.5647058823529414,0.8571428571428571,0.8823529411764706,0.9999987739069749,0.8695652173913043,0.9411758575417227,0.44117279414828403,0.3529382353186272,3.775959728236254,0.5,2
ResNet,0,60,9.724958922304378,-40.671470588235294,0.9642857142857143,0.7941176470588235,0.999999754781395,0.8709677419354839,0.8970587009201092,0.0882345588296568,0.6176419118075976,3.7759527416935867,0.5,2
Ensemble-All,,60,0.029816416800167646,-20.03529411764706,0.9375,0.8823529411764706,0.9999995095627899,0.9090909090909091,0.9411762253696303,0.1764691176593136,0.3529382353186272,3.7759638768608257,,2
Ensemble-ts,,60,0.028820868667025934,-25.113823529411764,0.8571428571428571,0.8823529411764706,0.9999987739069749,0.8695652173913043,0.9411758575417227,0.44117279414828403,0.3529382353186272,3.775959728236254,,2
DummyADL,0,60,0.09252440207992933,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,0.9994874458737146,0.5,3
DummyFall,0,60,0.0006697740194703383,0.0,0.0005,1.0,0.0,0.0009995002498750624,0.5,5996.950025416455,0.0,-0.011603229941794616,0.5,3
ExtraTrees,0,60,0.4886866835963713,-12.333333333333334,0.6666666666666666,0.8888888888888888,0.9999962944744129,0.7619047619047619,0.9444425916816508,1.333322222314814,0.3333305555787035,0.9995152958198729,0.5,3
MiniRocket,0,60,2.2908379686678564,-50.22222222222222,0.6666666666666666,0.8888888888888888,0.9999962944744129,0.7619047619047619,0.9444425916816508,1.333322222314814,0.3333305555787035,0.9995152958198729,0.5,3
Catch22,0,60,125.72839302312092,-29.0,0.6363636363636364,0.7777777777777778,0.9999962944744129,0.7,0.8888870361260953,1.333322222314814,0.666661111157407,0.9995111231391745,0.5,3
QUANT,0,60,10.130560306300382,-6.555555555555555,0.6666666666666666,0.8888888888888888,0.9999962944744129,0.7619047619047619,0.9444425916816508,1.333322222314814,0.3333305555787035,0.9995152958198729,0.5,3
ResNet,0,60,9.684446878868442,-33.77777777777778,0.6666666666666666,0.8888888888888888,0.9999962944744129,0.7619047619047619,0.9444425916816508,1.333322222314814,0.3333305555787035,0.9995152958198729,0.5,3
Ensemble-All,,60,0.01543622380013403,-26.0,0.6153846153846154,0.8888888888888888,0.9999953680930161,0.7272727272727273,0.9444421284909525,1.6666527778935176,0.3333305555787035,0.9995139129450157,,3
Ensemble-ts,,60,0.01774501033287379,-33.22222222222222,0.6153846153846154,0.8888888888888888,0.9999953680930161,0.7272727272727273,0.9444421284909525,1.6666527778935176,0.3333305555787035,0.9995139129450157,,3
DummyADL,0,60,0.08785465991003355,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,1.6658124097895242,0.5,4
DummyFall,0,60,0.0005813391242166082,0.0,0.0005,1.0,0.0,0.0009995002498750624,0.5,5996.950025416455,0.0,-0.019338716569657695,0.5,4
ExtraTrees,0,60,0.4815386009495521,2.3333333333333335,0.6666666666666666,0.8,0.9999966650269716,0.7272727272727273,0.8999983325134858,1.1999900000833328,0.5999950000416664,1.6658541847087618,0.5,4
MiniRocket,0,60,2.657061925479844,-24.462,0.6363636363636364,0.9333333333333333,0.9999955533692955,0.7567567567567568,0.9666644433513144,1.599986666777777,0.1999983333472221,1.665859764320444,0.5,4
Catch22,0,60,123.02654039056343,-46.995333333333335,0.8666666666666667,0.8666666666666667,0.9999988883423239,0.8666666666666667,0.9333327775044953,0.3999966666944442,0.3999966666944442,1.6658638888888886,0.5,4
QUANT,0,60,9.915770180183262,-0.32866666666666666,0.9333333333333333,0.9333333333333333,0.9999994441711619,0.9333333333333333,0.9666663887522476,0.1999983333472221,0.1999983333472221,1.6658694444444444,0.5,4
ResNet,0,60,9.732467291898548,-5.795333333333334,0.8571428571428571,0.4,0.9999994441711619,0.5454545454545454,0.6999997220855809,0.1999983333472221,1.799985000124999,1.6658360629988573,0.5,4
Ensemble-All,,60,0.018055927800014616,-20.995333333333335,0.9375,1.0,0.9999994441711619,0.967741935483871,0.999999722085581,0.1999983333472221,0.0,1.6658736171251427,,4
Ensemble-ts,,60,0.01918989800045286,-24.462,0.7,0.9333333333333333,0.9999966650269716,0.8,0.9666649991801525,1.1999900000833328,0.1999983333472221,1.6658625300701584,,4
DummyADL,0,60,0.09049871145885763,20.0,0.0,0.0,1.0,0.0,0.5,0.0,3.0161404271506984,4.0869696913852,0.5,5
DummyFall,0,60,0.0005039239733775594,0.0,0.0005027037308768783,1.0,0.0,0.0010049022936215865,0.5,5996.820824955165,0.0,-0.04747101188822304,0.5,5
ExtraTrees,0,60,0.4766812548183031,-5.263783783783784,0.8378378378378378,0.8378378378378378,0.9999986406948768,0.8378378378378378,0.9189182392663573,0.4891038530514646,0.4891038530514646,4.087090740740741,0.5,5
MiniRocket,0,60,2.5987601202055086,-40.96648648648649,0.6153846153846154,0.8648648648648649,0.9999954689829226,0.7191011235955056,0.9324301669238937,1.6303461768382153,0.4075865442095538,4.087075550539533,0.5,5
Catch22,0,60,128.23829157035573,-35.086216216216215,0.6511627906976745,0.7567567567567568,0.999996601737192,0.7,0.8783766792469744,1.2227596326286616,0.7336557795771969,4.087065775771369,0.5,5
QUANT,0,60,10.188410087221273,-2.023513513513514,0.8333333333333334,0.8108108108108109,0.9999986406948768,0.821917808219178,0.9054047257528438,0.4891038530514646,0.5706211618933754,4.087086568235636,0.5,5
ResNet,0,60,11.766597403369605,-29.35648648648649,0.7741935483870968,0.6486486486486487,0.9999984141440229,0.7058823529411765,0.8243235313963357,0.5706211618933754,1.05972501494484,4.0870601501545565,0.5,5
Ensemble-All,,60,0.03258669480019307,-27.383513513513513,0.7692307692307693,0.8108108108108109,0.9999979610423152,0.7894736842105263,0.905404385926563,0.7336557795771969,0.5706211618933754,4.087082419084283,,5
Ensemble-ts,,60,0.03826723266623352,-37.696216216216214,0.6530612244897959,0.8648648648648649,0.9999961486354842,0.7441860465116279,0.9324305067501746,1.385794250312483,0.4075865442095538,4.087079699690886,,5
