model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,fold,thresh
MiniRocket,0.0,15,1.1460894206217105,-2.8000000000000003,0.8285714285714286,0.8529411764705882,0.999998529240176,0.8405797101449275,0.926469852855382,0.5294073529779408,0.441172794148284,3.77737083935961,2,0.5
MiniRocket,0.0,15,1.1802976761161448,3.2222222222222223,0.5,0.7777777777777778,0.9999935177622574,0.6086956521739131,0.8888856477700176,2.3333138890509244,0.666661111157407,0.99988197457583,3,0.5
MiniRocket,0.0,15,1.1495391100317491,-2.462,0.6363636363636364,0.9333333333333332,0.9999955550369766,0.7567567567567568,0.966664444185155,1.599986666777777,0.1999983333472221,1.6664847644061622,4,0.5
MiniRocket,0.0,15,1.487999208215891,-2.6605405405405405,0.62,0.8378378378378378,0.9999956971568398,0.7126436781609196,0.9189167674973387,1.5488288679963045,0.4891038530514646,4.088614427911718,5,0.5
MiniRocket,0.0,30,2.757419831820088,-13.136363636363637,0.625,0.9090909090909092,0.9999954534467042,0.7407407407407407,0.9545431812688066,1.6363500001136355,0.2727250000189392,2.443869504666404,1,0.5
MiniRocket,0.0,30,1.9100846969508605,-17.760882352941177,0.8157894736842105,0.9117647058823528,0.999998283899001,0.8611111111111112,0.955881494890677,0.6176419118075976,0.2647036764889704,3.7769055796443394,2,0.5
MiniRocket,0.0,30,1.5332864656214356,-12.22222222222222,0.5,0.7777777777777778,0.9999935169517818,0.6086956521739131,0.8888856473647798,2.3333138890509244,0.666661111157407,0.999756974555424,3,0.5
MiniRocket,0.0,30,1.9209461933394885,-20.062,0.5833333333333334,0.9333333333333332,0.9999944431015272,0.717948717948718,0.9666638882174304,1.9999833334722208,0.1999983333472221,1.666273665310874,4,0.5
MiniRocket,0.0,30,1.902639208311212,-7.6605405405405405,0.725,0.7837837837837838,0.9999975085671317,0.7532467532467533,0.8918906461754577,0.8966903972610184,0.6521384707352861,4.0881032582806975,5,0.5
MiniRocket,0.0,60,4.826157261733253,-45.63636363636363,0.5294117647058824,0.8181818181818182,0.9999939364126756,0.6428571428571429,0.9090878772972468,2.181800000151514,0.5454500000378785,2.443244516612825,1,0.5
MiniRocket,0.0,60,2.2949538233843474,-23.52558823529412,0.7777777777777778,0.8235294117647058,0.9999980382511596,0.8,0.9117637250079328,0.7058764706372544,0.5294073529779408,3.7759472342502858,2,0.5
MiniRocket,0.0,60,2.2908379686678564,-50.22222222222222,0.6666666666666666,0.8888888888888888,0.9999962944744129,0.7619047619047619,0.9444425916816508,1.333322222314814,0.3333305555787035,0.9995152958198728,3,0.5
MiniRocket,0.0,60,2.657061925479844,-24.462,0.6363636363636364,0.9333333333333332,0.9999955533692956,0.7567567567567568,0.9666644433513144,1.599986666777777,0.1999983333472221,1.665859764320444,4,0.5
MiniRocket,0.0,60,2.5987601202055086,-40.96648648648649,0.6153846153846154,0.8648648648648649,0.9999954689829226,0.7191011235955056,0.9324301669238936,1.6303461768382153,0.4075865442095538,4.087075550539533,5,0.5
CostCV,0.0,3,3.647763115329872,-0.1363636363636363,0.9545454545454546,0.9545454545454546,0.9999620262778156,0.9545454545454546,0.9772537404116352,0.1363625000094696,0.1363625000094696,-8.333333333333334e-06,1,0.5
CostCV,0.0,3,3.5826421305556253,0.1411764705882352,0.8421052631578947,0.9411764705882352,0.9998525726079904,0.8888888888888888,0.9705145215981128,0.5294073529779408,0.1764691176593136,-2.777777777777778e-05,2,0.5
CostCV,0.0,3,3.0399563677862007,1.3333333333333333,1.0,0.8888888888888888,1.0,0.9411764705882352,0.9444444444444444,0.0,0.3333305555787035,-5.555555555555556e-06,3,0.5
CostCV,0.0,3,3.061102285927741,1.6713333333333331,0.7222222222222222,0.8666666666666667,0.9997215260373156,0.7878787878787878,0.9331940963519912,0.9999916667361106,0.3999966666944442,-2.5e-05,4,0.5
CostCV,0.0,3,3.239195795027826,3.074324324324324,0.725,0.7837837837837838,0.9997502894372432,0.7532467532467533,0.8917670366105135,0.8966903972610184,0.6521384707352861,-7.5e-05,5,0.5
CostCV,0.0,5,4.3990095531187245,1.7727272727272727,0.6785714285714286,0.8636363636363636,0.999657664511221,0.76,0.9316470140737922,1.2272625000852266,0.4090875000284089,-4.1666666666666665e-05,1,0.5
