model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,fold
QUANT,0.0,60,11.97661638814929,0.5909090909090909,0.8333333333333334,0.9090909090909091,0.9999984841031689,0.8695652173913043,0.954544696597039,0.5454500000378785,0.27272500001893923,0.0009999968419079324,1
Ensemble-All,,60,0.012194075776884953,-2.0,0.7096774193548387,1.0,0.9999965892321301,0.8301886792452831,0.999998294616065,1.2272625000852266,0.0,0.0009999960208039946,1
Ensemble-tabular,,60,0.01752552855759859,1.8636363636363635,0.9047619047619048,0.8636363636363636,0.9999992420515844,0.8837209302325582,0.9318178028439741,0.27272500001893923,0.4090875000284089,0.0009999970313934563,1
Ensemble-ts,,60,0.03179384178171555,-48.5,0.4444444444444444,0.9090909090909091,0.9999905256448056,0.5970149253731343,0.9545407173678573,3.4090625002367405,0.27272500001893923,0.0009999875571172533,1
LogisticCV,0.0,60,0.5300644805294971,1.2649999999999997,0.8888888888888888,0.7058823529411765,0.999999264344185,0.7868852459016393,0.8529408086426807,0.2647036764889704,0.8823455882965681,0.0009999946461050945,2
RandomForest,0.0,60,0.5559651124624859,1.2941176470588236,0.8888888888888888,0.7058823529411765,0.999999264344185,0.7868852459016393,0.8529408086426807,0.2647036764889704,0.8823455882965681,0.0009999946461050945,2
ExtraTrees,0.0,60,0.4966093734407444,2.853235294117647,0.8928571428571429,0.7352941176470589,0.999999264344185,0.8064516129032258,0.867646690995622,0.2647036764889704,0.7941110294669113,0.000999995095668789,2
Rocket,0.0,60,56.09353954335361,-40.0735294117647,0.46153846153846156,0.8823529411764706,0.9999914173488239,0.6060606060606061,0.9411721792626473,3.0882095590379883,0.3529382353186272,0.0009999881887356667,2
Catch22,0.0,60,114.0375577072144,-38.13264705882353,0.6590909090909091,0.8529411764705882,0.9999963217209246,0.7435897435897436,0.9264687490957564,1.323518382444852,0.44117279414828403,0.0009999934608917187,2
QUANT,0.0,60,10.890063877660362,-1.0647058823529412,0.8484848484848485,0.8235294117647058,0.9999987739069749,0.835820895522388,0.9117640928358404,0.44117279414828403,0.5294073529779408,0.0009999958721878973,2
Ensemble-All,,60,0.014160746708512306,0.4744117647058822,0.9117647058823529,0.9117647058823529,0.999999264344185,0.9117647058823529,0.9558819851132689,0.2647036764889704,0.2647036764889704,0.000999997793050955,2
Ensemble-tabular,,60,0.021288850344717503,2.1767647058823525,0.8846153846153846,0.6764705882352942,0.999999264344185,0.7666666666666667,0.8382349262897395,0.2647036764889704,0.9705801471262249,0.0009999941965414003,2
Ensemble-ts,,60,0.04798702957729498,-34.86764705882353,0.5076923076923077,0.9705882352941176,0.9999921530046391,0.6666666666666666,0.9852901941493784,2.823505882549018,0.0882345588296568,0.0009999903956847116,2
LogisticCV,0.0,60,0.513556845514469,-27.77777777777778,0.5714285714285714,0.8888888888888888,0.9999944417116193,0.6956521739130435,0.9444416653002541,1.999983333472221,0.3333305555787035,0.0009999918170325534,3
RandomForest,0.0,60,0.5250193854574413,-12.333333333333334,1.0,0.8888888888888888,1.0,0.9411764705882353,0.9444444444444444,0.0,0.3333305555787035,0.0009999983016482658,3
ExtraTrees,0.0,60,0.493749283328907,-12.333333333333334,0.6666666666666666,0.8888888888888888,0.9999962944744129,0.7619047619047619,0.9444425916816508,1.333322222314814,0.3333305555787035,0.0009999939785711241,3
Rocket,0.0,60,57.21320847089594,-23.444444444444443,0.6,0.6666666666666666,0.9999962944744129,0.631578947368421,0.8333314805705397,1.333322222314814,0.9999916667361105,0.0009999905818676557,3
Catch22,0.0,60,136.32846668311885,-76.66666666666667,0.5833333333333334,0.7777777777777778,0.9999953680930161,0.6666666666666666,0.888886572935397,1.6666527778935176,0.666661111157407,0.0009999911994501046,3
QUANT,0.0,60,10.32701933120657,-3.6666666666666665,0.5833333333333334,0.7777777777777778,0.9999953680930161,0.6666666666666666,0.888886572935397,1.6666527778935176,0.666661111157407,0.0009999911994501046,3
Ensemble-All,,60,0.004531377150366704,-10.666666666666666,0.7272727272727273,0.8888888888888888,0.9999972208558097,0.8,0.9444430548723493,0.9999916667361105,0.3333305555787035,0.0009999950593404096,3
Ensemble-tabular,,60,0.010008038332064947,-16.333333333333332,0.6923076923076923,1.0,0.9999962944744129,0.8181818181818182,0.9999981472372064,1.333322222314814,0.0,0.0009999956769228583,3
Ensemble-ts,,60,0.007812807026008764,-23.444444444444443,0.6,0.6666666666666666,0.9999962944744129,0.631578947368421,0.8333314805705397,1.333322222314814,0.9999916667361105,0.0009999905818676557,3
LogisticCV,0.0,60,0.5183729048300818,7.671333333333333,0.7222222222222222,0.8666666666666667,0.9999972208558097,0.7878787878787878,0.9333319437612382,0.9999916667361106,0.3999966666944442,0.0009999947196700628,4
RandomForest,0.0,60,0.5097822251949847,-3.1953333333333336,0.7368421052631579,0.9333333333333333,0.9999972208558097,0.8235294117647058,0.9666652770945715,0.9999916667361106,0.1999983333472221,0.0009999957386811033,4
ExtraTrees,0.0,60,0.49069459281571687,2.3333333333333335,0.6666666666666666,0.8,0.9999966650269716,0.7272727272727273,0.8999983325134858,1.1999900000833328,0.5999950000416664,0.000999993052197451,4
Rocket,0.0,60,56.22454347313592,-39.72866666666667,0.5769230769230769,1.0,0.9999938858827813,0.7317073170731707,0.9999969429413906,2.1999816668194434,0.0,0.0009999928669227165,4
Catch22,0.0,60,121.0699664137541,-22.4,0.5714285714285714,0.8,0.9999949975404574,0.6666666666666666,0.8999974987702287,1.799985000124999,0.5999950000416664,0.0009999911068127372,4
QUANT,0.0,60,11.145652767838397,-0.06199999999999998,0.9230769230769231,0.8,0.9999994441711619,0.8571428571428571,0.899999722085581,0.1999983333472221,0.5999950000416664,0.0009999962945053073,4
Ensemble-All,,60,0.007758857061465581,-4.328666666666667,0.7894736842105263,1.0,0.9999977766846477,0.8823529411764706,0.9999988883423239,0.7999933333888885,0.0,0.000999997406153715,4
Ensemble-tabular,,60,0.013161732815206051,1.8,0.7058823529411765,0.8,0.9999972208558097,0.75,0.8999986104279049,0.9999916667361106,0.5999950000416664,0.0009999937006590224,4
Ensemble-ts,,60,0.01809119215855996,-38.595333333333336,0.625,1.0,0.9999949975404574,0.7692307692307693,0.9999974987702287,1.799985000124999,0.0,0.000999994163845859,4
LogisticCV,0.0,60,0.5018537314362153,-1.2213513513513512,0.6571428571428571,0.6216216216216216,0.9999972813897535,0.6388888888888888,0.8108094515056876,0.9782077061029292,1.1412423237867508,0.0009999910135581242,5
RandomForest,0.0,60,0.5019688211414863,-7.201081081081081,0.75,0.8108108108108109,0.9999977344914613,0.7792207792207793,0.9054042726511361,0.8151730884191076,0.5706211618933754,0.000999994449550606,5
ExtraTrees,0.0,60,0.48966474531087106,-5.263783783783784,0.8378378378378378,0.8378378378378378,0.9999986406948768,0.8378378378378378,0.9189182392663573,0.4891038530514646,0.4891038530514646,0.0009999959221188128,5
Rocket,0.0,60,57.23342438684953,-27.113243243243243,0.4838709677419355,0.8108108108108109,0.9999927503726762,0.6060606060606061,0.9054017805917436,2.6085538829411443,0.5706211618933754,0.0009999886347940984,5
Catch22,0.0,60,123.77411202542822,-29.194324324324327,0.417910447761194,0.7567567567567568,0.9999911645166991,0.5384615384615384,0.878373960636728,3.17917504483452,0.7336557795771969,0.0009999859539647992,5
QUANT,0.0,60,10.9549145657862,1.4272972972972973,0.7,0.7567567567567568,0.9999972813897535,0.7272727272727273,0.8783770190732552,0.9782077061029292,0.7336557795771969,0.000999993090256877,5
Ensemble-All,,60,0.016549691402663786,-0.6808108108108107,0.75,0.8108108108108109,0.9999977344914613,0.7792207792207793,0.9054042726511361,0.8151730884191076,0.5706211618933754,0.000999994449550606,5
Ensemble-tabular,,60,0.02923572746415933,1.706216216216216,0.7027027027027027,0.7027027027027027,0.9999975079406074,0.7027027027027027,0.851350105321655,0.8966903972610184,0.8966903972610184,0.00099999252388449,5
Ensemble-ts,,60,0.042217773385345936,-21.734864864864868,0.5263157894736842,0.8108108108108109,0.9999938831269455,0.6382978723404256,0.9054023469688781,2.2009673387315907,0.5706211618933754,0.0009999899563296684,5
